date	TO	V	A	TE	P
20140601	134	0	1	0	62
20140602	80	0	0	0	20
20140603	100	0	0	0	93
20140604	80	0	0	0	68
20140605	60	0	1	1	53
20140606	80	0	0	0	67
20140607	80	0	0	0	63
