date	TO	V	A	TE	P
20140601	134	0	1	0	62
20140602	121	0	0	0	50
20140603	111	0	0	0	53
20140604	118	0	0	0	48
20140605	154	0	1	1	43
20140606	141	0	0	0	67
20140607	135	0	0	0	63
