date	totalTweet	positive	negative	neutral	time
20140610	17535	9416	1492	6627	0
20140611	1613	437	763	413	0
20140612	4813	2767	8	2038	0
20140613	11156	6381	17	4758	0
20140614	8665	4997	14	3654	0
