date	totalTweet	positive	negative	neutral	time
20140610	10600	5193	781	4626	0
20140611	764	129	399	236	0
20140612	4422	2101	1	2320	0
20140613	8088	2948	1	5139	0
20140614	9882	3997	2	5883	0
