date	totalTweet	positive	negative	neutral	time
20140610	13497	4250	847	8400	0
20140611	307	35	155	117	0
20140612	6892	1707	0	5185	0
20140613	9532	1844	3	7685	0
20140614	3398	941	1	2456	0
