date	TO	V	A	TE	P
20140601	157	10	2	19	126
20140602	154	7	1	42	104
20140603	157	6	0	28	123
20140604	145	7	2	34	102
20140605	159	6	0	40	113
20140606	151	11	1	42	97
20140607	145	3	0	27	115
20140608	154	7	1	39	107
20140609	148	10	2	33	103
20140610	161	7	1	33	120
20140611	149	4	4	30	111
20140612	149	6	2	40	101
20140613	155	4	2	29	120
20140614	148	6	3	29	110
20140615	151	5	2	31	113
20140616	150	9	3	37	101
20140617	152	9	0	32	111
20140618	148	5	2	34	107
